Team,NOC
Uzbekistan,UZB
France,FRA
France,FRA
Greece,GRE
Russia,RUS
Russia,RUS
Belgium,BEL
Poland,POL
Poland,POL
Poland,POL
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Italy,ITA
Italy,ITA
Denmark,DEN
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea-2,KOR
South Korea,KOR
Philippines,PHI
Philippines,PHI
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
South Korea,KOR
United States,USA
Romania,ROU
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
Italy,ITA
United States,USA
Soviet Union,URS
Unified Team,EUN
Germany,GER
Netherlands,NED
Netherlands,NED
Netherlands,NED
Germany-3,GER
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
Switzerland,SUI
Switzerland,SUI
France,FRA
France,FRA
Malaysia,MAS
Netherlands,NED
Netherlands,NED
Germany-2,GER
Germany-1,GER
Austria,AUT
Austria,AUT
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Egypt,EGY
Germany,GER
Germany,GER
Germany,GER
Yugoslavia,YUG
Georgia,GEO
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Philippines,PHI
Serbia,SRB
Serbia,SRB
Serbia,SRB
Germany,GER
Germany,GER
Netherlands,NED
Slovakia,SVK
France,FRA
France,FRA
Belgium,BEL
Poland,POL
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
South Africa,RSA
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Trinidad and Tobago,TTO
Trinidad and Tobago,TTO
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
France,FRA
Slovenia,SLO
Slovenia,SLO
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
France-2,FRA
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Switzerland,SUI
Albania,ALB
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Netherlands,NED
Netherlands,NED
Spain,ESP
Spain,ESP
France,FRA
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain-2,GBR
Great Britain-2,GBR
Bermuda,BER
United States,USA
South Africa,RSA
New Zealand,NZL
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Germany,GER
Germany,GER
Germany,GER
Germany,GER
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
Belgium,BEL
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Russia,RUS
Russia,RUS
Russia,RUS
Slovenia,SLO
Slovenia,SLO
France,FRA
Favorite-17,FRA
Favorite-1,FRA
Favorite-1,FRA
Brazil,BRA
Portugal,POR
Portugal,POR
Belgium,BEL
Brazil,BRA
Cuba,CUB
Peru,PER
Honduras,HON
Colombia,COL
Peru,PER
Argentina,ARG
Guatemala,GUA
Germany,GER
Netherlands,NED
Nigeria,NGR
Freddy,BEL
Australia,AUS
Australia,AUS
Bermuda,BER
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Poland,POL
Poland,POL
Poland,POL
United States,USA
Germany,GER
Netherlands,NED
Netherlands,NED
Great Britain-1,GBR
Italy,ITA
Belgium,BEL
Belgium,BEL
Belgium,BEL
United States,USA
United States,USA
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
United States,USA
Germany,GER
Germany,GER
Netherlands Antilles,AHO
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
United States,USA
Luxembourg,LUX
Luxembourg,LUX
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Australia,AUS
Germany,GER
Missouri Athletic Club-3,USA
United States,USA
United States,USA
Mexico,MEX
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Canada-2,CAN
France,FRA
France,FRA
France,FRA
United States,USA
Chicago Athletic Association-2,USA
Netherlands,NED
Netherlands,NED
Australia,AUS
Australia,AUS
Philippines,PHI
Philippines,PHI
Philippines,PHI
Philippines,PHI
Philippines,PHI
Australia,AUS
Australia,AUS
Australia,AUS
Belgium,BEL
United States,USA
Italy,ITA
Italy,ITA
Italy,ITA
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Belgium,BEL
Israel,ISR
Israel,ISR
Israel,ISR
Israel,ISR
Israel,ISR
Israel,ISR
Israel,ISR
Hungary,HUN
Ireland,IRL
Russia,RUS
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Switzerland,SUI
Switzerland,SUI
Georgia,GEO
Georgia,GEO
Georgia,GEO
Soviet Union,URS
Belarus,BLR
Slovakia,SVK
Georgia,GEO
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Georgia,GEO
Soviet Union,URS
Georgia,GEO
Bulgaria,BUL
Georgia,GEO
Georgia,GEO
Norway,NOR
Malaysia,MAS
Malaysia,MAS
Malaysia,MAS
Malaysia,MAS
Australia,AUS
Australia,AUS
United States,USA
Austria,AUT
Germany,GER
East Germany,GDR
East Germany,GDR
East Germany,GDR
East Germany,GDR
Germany,GER
Belgium,BEL
Romania,ROU
Yugoslavia,YUG
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Spain,ESP
Cuba,CUB
Spain,ESP
Spain,ESP
Germany,GER
Greece,GRE
Greece,GRE
Belgium,BEL
Belgium,BEL
Belgium,BEL
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
Moldova,MDA
Yugoslavia,YUG
Yugoslavia,YUG
Bosnia and Herzegovina,BIH
Bosnia and Herzegovina,BIH
Bosnia and Herzegovina,BIH
Bosnia and Herzegovina,BIH
Bosnia and Herzegovina,BIH
Serbia and Montenegro,SCG
Montenegro,MNE
Montenegro,MNE
Croatia,CRO
Croatia,CRO
Soviet Union,URS
Turkey,TUR
Turkey,TUR
Turkey,TUR
Turkey,TUR
Norway,NOR
Norway,NOR
Norway,NOR
Turkey,TUR
Turkey,TUR
Israel,ISR
Poland,POL
Italy,ITA
United States,USA
United States,USA
United States,USA
United States,USA
Tanzania,TAN
Switzerland,SUI
Switzerland,SUI
Moldova,MDA
Norway,NOR
Slovenia,SLO
Bulgaria,BUL
Bulgaria,BUL
United States,USA
United States,USA
United States,USA
Poland,POL
United States,USA
United States,USA
Germany,GER
Austria,AUT
United States,USA
United States,USA
Belgium,BEL
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
United States,USA
United States,USA
United States,USA
Germany,GER
Germany,GER
Great Britain,GBR
Australia,AUS
Australia,AUS
Switzerland,SUI
Denmark,DEN
Denmark,DEN
Australia,AUS
Australia,AUS
France,FRA
France-1,FRA
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Rika II,SGP
Jamaica,JAM
Jamaica,JAM
Jamaica,JAM
Germany,GER
Switzerland,SUI
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Germany,GER
Germany,GER
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Italy,ITA
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
United States,USA
United States,USA
Canada,CAN
Austria,AUT
Austria,AUT
Austria,AUT
Switzerland,SUI
Germany,GER
Germany,GER
South Africa,RSA
Mexico,MEX
Mexico,MEX
Mexico,MEX
New Zealand,NZL
Switzerland,SUI
Switzerland,SUI
United States,USA
United States,USA
United States,USA
United States,USA
Cambridge University Boat Club-2,GBR
Israel,ISR
Israel,ISR
Israel,ISR
Israel,ISR
Israel,ISR
Argentina,ARG
Argentina,ARG
Chile,CHI
Chile,CHI
Norway,NOR
United States,USA
United States,USA
Israel,ISR
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Australia,AUS
Greece,GRE
Greece,GRE
Kazakhstan,KAZ
Kazakhstan,KAZ
Yugoslavia,YUG
Greece,GRE
Czechoslovakia,TCH
Czechoslovakia,TCH
Uruguay,URU
Uruguay,URU
Poland,POL
France,FRA
Serbia and Montenegro,SCG
Yugoslavia,YUG
Yugoslavia,YUG
Slovenia,SLO
Soviet Union,URS
Soviet Union,URS
Russia,RUS
Poland,POL
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Germany,GER
Great Britain,GBR
Australia,AUS
India,IND
Germany,GER
Germany-1,GER
Germany-1,GER
Germany,GER
Great Britain,GBR
France,FRA
France,FRA
Austria,AUT
Austria,AUT
Austria,AUT
Italy,ITA
Austria,AUT
Austria,AUT
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Sweden,SWE
Germany,GER
Slovenia,SLO
Slovenia,SLO
Slovenia,SLO
Slovenia,SLO
Soviet Union,URS
Soviet Union,URS
Greece,GRE
Greece,GRE
Greece,GRE
Greece,GRE
Greece,GRE
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Bulgaria,BUL
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Romania,ROU
Yugoslavia,YUG
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Belarus,BLR
Russia,RUS
Unified Team,EUN
Russia,RUS
Russia,RUS
Uruguay,URU
Uruguay,URU
Unified Team-1,EUN
Georgia,GEO
Georgia,GEO
Georgia,GEO
Unified Team,EUN
Unified Team,EUN
Kazakhstan,KAZ
Russia,RUS
Kazakhstan,KAZ
Kazakhstan,KAZ
Kazakhstan,KAZ
Kazakhstan,KAZ
Kazakhstan,KAZ
Kazakhstan,KAZ
Kazakhstan,KAZ
Kazakhstan,KAZ
Soviet Union,URS
Soviet Union,URS
Austria,AUT
Austria,AUT
Austria,AUT
Austria,AUT
Argentina,ARG
Russia,RUS
Germany,GER
Switzerland,SUI
Switzerland,SUI
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Korshun,URS
Soviet Union,URS
Soviet Union,URS
Unified Team,EUN
Russia,RUS
Russia,RUS
Russia,RUS
Unified Team,EUN
Unified Team,EUN
Russia-1,RUS
Russia-2,RUS
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Croatia,CRO
Croatia,CRO
Unified Team,EUN
Russia,RUS
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
Germany,GER
Egypt,EGY
Egypt,EGY
Czechoslovakia,TCH
Czech Republic,CZE
Switzerland,SUI
Switzerland,SUI
Central African Republic,CAF
Zimbabwe,ZIM
Slovenia,SLO
Mongolia,MGL
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Mongolia,MGL
Mongolia,MGL
Mongolia,MGL
Mongolia,MGL
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Brazil,BRA
Brazil,BRA
Portugal,POR
Portugal,POR
Portugal,POR
Brazil,BRA
Portugal,POR
Portugal,POR
Portugal,POR
Portugal,POR
Denmark,DEN
Portugal,POR
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Portugal,POR
Portugal,POR
Angola,ANG
Angola,ANG
Angola,ANG
Portugal,POR
Argentina,ARG
Angola,ANG
India,IND
Sao Tome and Principe,STP
Portugal,POR
Portugal,POR
Brazil,BRA
Brazil,BRA
Portugal,POR
Guyana,GUY
Brazil,BRA
Brazil,BRA
Mozambique,MOZ
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Venezuela,VEN
Colombia,COL
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Spain,ESP
Spain,ESP
Mexico,MEX
Spain,ESP
Spain,ESP
Colombia,COL
Colombia,COL
Spain,ESP
Spain,ESP
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Spain,ESP
Spain,ESP
Cuba,CUB
Cuba,CUB
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Mexico,MEX
Nicaragua,NCA
Venezuela,VEN
Argentina,ARG
Venezuela,VEN
Cuba,CUB
Cuba,CUB
Puerto Rico,PUR
Puerto Rico,PUR
Mexico,MEX
Cuba,CUB
Argentina,ARG
Canada,CAN
Canada,CAN
Philippines,PHI
Philippines,PHI
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
France,FRA
Mexico,MEX
Spain,ESP
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Venezuela,VEN
Colombia,COL
Cuba,CUB
Mexico,MEX
Mexico,MEX
Cuba,CUB
Spain,ESP
Spain,ESP
Guatemala,GUA
Guatemala,GUA
Argentina,ARG
Argentina,ARG
Argentina,ARG
Spain,ESP
Argentina,ARG
Argentina,ARG
Spain,ESP
Guatemala,GUA
Uruguay,URU
Spain,ESP
Uruguay,URU
Mexico,MEX
Mexico,MEX
Spain,ESP
Argentina,ARG
Mexico,MEX
Cuba,CUB
Argentina,ARG
Cuba,CUB
Nicaragua,NCA
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Dominican Republic,DOM
Mexico,MEX
Mexico,MEX
Mexico,MEX
Costa Rica,CRC
Cuba,CUB
Colombia,COL
Colombia,COL
Colombia,COL
Colombia,COL
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
United States,USA
Australia,AUS
Andorra,AND
Andorra,AND
Andorra,AND
Andorra,AND
Andorra,AND
Andorra,AND
Andorra,AND
Andorra,AND
Argentina,ARG
Puerto Rico,PUR
Cuba,CUB
Spain,ESP
Spain,ESP
Central African Republic,CAF
Central African Republic,CAF
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Colombia,COL
Colombia,COL
France,FRA
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
France,FRA
France,FRA
Senegal,SEN
France,FRA
France,FRA
France,FRA
France,FRA
Great Britain,GBR
Netherlands,NED
Indonesia,INA
Czech Republic-2,CZE
Czech Republic-1,CZE
Czech Republic,CZE
Soviet Union,URS
Hungary,HUN
Netherlands,NED
United States,USA
Japan,JPN
France,FRA
Brazil,BRA
Brazil,BRA
Angola,ANG
Brazil,BRA
Portugal,POR
Angola,ANG
Portugal,POR
Portugal,POR
Portugal,POR
Brazil,BRA
Portugal,POR
Timor Leste,TLS
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Mozambique,MOZ
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Belarus,BLR
Russia,RUS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Russia,RUS
Russia,RUS
Russia,RUS
Soviet Union,URS
Soviet Union,URS
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Belarus,BLR
Belarus,BLR
Kazakhstan,KAZ
Russia,RUS
Russia,RUS
Russia,RUS
Russia,RUS
Belarus,BLR
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Slovakia,SVK
Hungary,HUN
Hungary-2,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Australia,AUS
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Canada,CAN
Canada,CAN
Japan,JPN
France,FRA
France,FRA
Hungary,HUN
Racing Club de France,FRA
Union des Socits Franais de Sports Athletiques,FRA
France,FRA
Poland,POL
Poland,POL
United Arab Republic,UAR
United Arab Republic,UAR
United Arab Republic,UAR
United Arab Republic,UAR
United Arab Republic,UAR
United Arab Republic,UAR
United Arab Republic,UAR
United Arab Republic,UAR
Turkey,TUR
Turkey,TUR
Turkey,TUR
Turkey,TUR
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
China,CHN
China,CHN
China,CHN
China,CHN
China,CHN
South Korea,KOR
South Korea,KOR
South Korea,KOR
China,CHN
China,CHN
China,CHN
China,CHN
China,CHN
China,CHN
China,CHN
China,CHN
China,CHN
China,CHN
China,CHN
China,CHN
South Korea,KOR
China,CHN
China,CHN
China,CHN
China,CHN
Ecuador,ECU
Ecuador,ECU
Argentina,ARG
Argentina,ARG
Mongolia,MGL
Mongolia,MGL
Mongolia,MGL
Mongolia,MGL
South Africa,RSA
Switzerland,SUI
Italy,ITA
France,FRA
Soviet Union,URS
Trinidad and Tobago,TTO
Trinidad and Tobago,TTO
South Africa,RSA
Antigua and Barbuda,ANT
East Germany,GDR
East Germany,GDR
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Germany,GER
Romania,ROU
Switzerland,SUI
Switzerland,SUI
Switzerland,SUI
France,FRA
France,FRA
Switzerland,SUI
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Poland,POL
Philippines,PHI
Philippines,PHI
Brazil,BRA
Philippines,PHI
Philippines,PHI
Philippines,PHI
Patricia,PHI
France,FRA
Jamaica,JAM
Jamaica,JAM
Jamaica,JAM
United States,USA
France,FRA
Peru,PER
United States,USA
Spain,ESP
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Chile,CHI
Argentina,ARG
Argentina,ARG
Costa Rica,CRC
Uruguay,URU
France,FRA
France,FRA
France,FRA
Puerto Rico,PUR
Argentina,ARG
Argentina,ARG
Panama,PAN
Mexico,MEX
Colombia,COL
Colombia,COL
Colombia,COL
Spain,ESP
Uruguay,URU
Uruguay,URU
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Argentina,ARG
Cuba,CUB
Cuba,CUB
Spain,ESP
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Spain,ESP
Puerto Rico,PUR
Uruguay,URU
Spain,ESP
Mexico,MEX
Cuba,CUB
Cuba,CUB
Cuba,CUB
Argentina,ARG
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Mexico,MEX
Panama,PAN
Panama,PAN
Uruguay,URU
Chile,CHI
Spain,ESP
Spain,ESP
Spain,ESP
Australia,AUS
Argentina,ARG
Chile,CHI
Colombia,COL
Mexico,MEX
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Puerto Rico,PUR
Peru,PER
Peru,PER
Peru,PER
Peru,PER
Cuba,CUB
Cuba,CUB
Mexico,MEX
Mexico,MEX
Spain,ESP
Chile,CHI
Mexico,MEX
Mexico,MEX
Nicaragua,NCA
Argentina,ARG
Cuba,CUB
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Chile,CHI
Chile,CHI
Chile,CHI
Chile,CHI
Spain,ESP
Ecuador,ECU
Ecuador,ECU
Ecuador,ECU
France,FRA
France,FRA
Mexico,MEX
Spain,ESP
Spain,ESP
Spain,ESP
Mexico,MEX
Venezuela,VEN
Colombia,COL
Colombia,COL
Colombia,COL
Venezuela,VEN
Venezuela,VEN
Argentina,ARG
Argentina,ARG
Spain,ESP
Puerto Rico,PUR
Puerto Rico,PUR
Puerto Rico,PUR
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Nicaragua,NCA
Nicaragua,NCA
Colombia,COL
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Spain,ESP
Spain,ESP
Colombia,COL
Colombia,COL
Guatemala,GUA
Spain,ESP
Spain,ESP
Spain,ESP
Cuba,CUB
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Cuba,CUB
Cuba,CUB
Mexico,MEX
Spain,ESP
Spain,ESP
Spain,ESP
Colombia,COL
Spain,ESP
Spain,ESP
Puerto Rico,PUR
Puerto Rico,PUR
Puerto Rico,PUR
Puerto Rico,PUR
Puerto Rico,PUR
Puerto Rico,PUR
Puerto Rico,PUR
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Puerto Rico,PUR
Puerto Rico,PUR
Cuba,CUB
Spain,ESP
Chile,CHI
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Puerto Rico,PUR
Puerto Rico,PUR
Puerto Rico,PUR
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Argentina,ARG
Mexico,MEX
Spain,ESP
Spain,ESP
Spain,ESP
Cuba,CUB
Guatemala,GUA
Andorra,AND
Dominican Republic,DOM
Cuba,CUB
Cuba,CUB
El Salvador,ESA
Spain,ESP
Spain,ESP
Paraguay,PAR
Mexico,MEX
Argentina,ARG
Spain,ESP
Spain,ESP
Colombia,COL
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Argentina,ARG
Spain,ESP
Chile,CHI
Venezuela,VEN
Costa Rica,CRC
Colombia,COL
Colombia,COL
Puerto Rico,PUR
Cuba,CUB
Chile,CHI
Chile,CHI
Spain,ESP
Colombia,COL
Cuba,CUB
Cuba,CUB
Argentina,ARG
Spain,ESP
Spain,ESP
Puerto Rico,PUR
Venezuela,VEN
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Mexico,MEX
Venezuela,VEN
Venezuela,VEN
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Mexico,MEX
Uruguay,URU
Mexico,MEX
Spain,ESP
Spain,ESP
Spain,ESP
El Salvador,ESA
Mexico,MEX
Mexico,MEX
Argentina-1,ARG
Cuba,CUB
Cuba,CUB
Mexico,MEX
United States,USA
United States,USA
Spain,ESP
Paraguay,PAR
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Spain,ESP
Spain,ESP
Cuba,CUB
Cuba,CUB
Cuba,CUB
Mexico,MEX
Mexico,MEX
Argentina,ARG
Argentina,ARG
Cuba,CUB
Cuba,CUB
Colombia,COL
Colombia,COL
Colombia,COL
Colombia,COL
Mexico,MEX
Argentina,ARG
Australia,AUS
Australia,AUS
Cuba,CUB
Puerto Rico,PUR
Argentina,ARG
Argentina,ARG
Argentina,ARG
Mexico,MEX
Mexico,MEX
Spain,ESP
Spain,ESP
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Cuba,CUB
Cuba,CUB
Colombia,COL
Colombia,COL
Colombia,COL
Colombia,COL
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina-1,ARG
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Argentina,ARG
Venezuela,VEN
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Chile,CHI
Mexico,MEX
Spain,ESP
Spain,ESP
Spain,ESP
Chile,CHI
United States,USA
Tlaloc,MEX
Cuba,CUB
Puerto Rico,PUR
Cuba,CUB
Cuba,CUB
Cuba,CUB
Chile,CHI
Chile,CHI
Chile,CHI
Chile,CHI
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Uruguay,URU
Uruguay,URU
Spain,ESP
Colombia,COL
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Spain,ESP
Spain,ESP
Spain,ESP
Argentina,ARG
Argentina,ARG
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
United States,USA
United States,USA
Switzerland,SUI
Switzerland,SUI
Ireland,IRL
Switzerland,SUI
Switzerland,SUI
United States,USA
Australia,AUS
United States,USA
Great Britain,GBR
Australia,AUS
Australia,AUS
Great Britain,GBR
Canada,CAN
Canada,CAN
Ireland,IRL
Great Britain-1,GBR
United States,USA
Great Britain,GBR
United States,USA
United States,USA
United States,USA
Panama,PAN
Panama,PAN
Ariel,CAN
Trickson VI,CAN
Great Britain,GBR
London City Police-1,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
Jamaica,JAM
Jamaica,JAM
Jamaica,JAM
